cc_id,credit_card_expires,credit_card_number,credit_card_provider,credit_card_security_code
2570,,,,
2571,01/29,180013070660233,JCB 15 digit,452
2572,01/29,180013070660233,JCB 15 digit,452
2573,05/24,4352292992735411692,VISA 16 digit,064
2574,05/24,4352292992735411692,VISA 16 digit,064
2575,06/28,373092137201295,VISA 19 digit,178
2576,06/28,373092137201295,VISA 19 digit,178
2577,05/24,3552722013178251,American Express,204
2578,05/24,3552722013178251,American Express,204
2579,11/28,4518496743279652,JCB 15 digit,836
2580,08/33,2716401732501326,VISA 13 digit,512
2581,02/32,3507289278865606,JCB 15 digit,594
2582,12/32,3563071610806527,VISA 19 digit,939
2583,06/28,376944754276017,Discover,565
2584,05/25,501885531159,VISA 19 digit,201
2585,05/25,501885531159,VISA 19 digit,201
2586,05/25,501885531159,VISA 19 digit,201
2587,01/26,4401066758941965,VISA 16 digit,689
2588,10/33,630464600265,VISA 19 digit,965
2589,10/33,630464600265,VISA 19 digit,965
2590,09/31,3588104879681264,Discover,489
2591,09/31,3588104879681264,Discover,489
2592,02/27,3593123259003264,VISA 19 digit,074
2593,11/24,2720526380981042,American Express,682
2594,09/31,2254429614602902,JCB 15 digit,935
2595,09/31,2254429614602902,JCB 15 digit,935
2596,04/26,2450991863692589,American Express,6681
2597,04/26,2450991863692589,American Express,6681
2598,06/31,4216485999626447796,JCB 16 digit,781
2599,06/31,4216485999626447796,JCB 16 digit,781
2600,10/24,4346391328631815,American Express,451
2601,10/24,4346391328631815,American Express,451
2602,04/32,502064926582,JCB 16 digit,763
2603,04/32,502064926582,JCB 16 digit,763
2604,12/27,6011048518273373,JCB 15 digit,076
2605,01/27,4745509203156346274,Discover,231
2606,09/27,3587374345204527,VISA 13 digit,427
2607,,,,
2608,07/30,3505157681825826,JCB 16 digit,637
2609,07/30,3505157681825826,JCB 16 digit,637
2610,07/30,3505157681825826,JCB 16 digit,637
2611,12/26,3584367175928002,VISA 16 digit,546
2612,12/26,3584367175928002,VISA 16 digit,546
2613,12/26,3584367175928002,VISA 16 digit,546
2614,12/33,342976735371435,American Express,031
2615,12/33,342976735371435,American Express,031
2616,02/30,6011042654329164,VISA 16 digit,2892
2617,02/30,6011042654329164,VISA 16 digit,2892
2618,12/32,3570545529884445,JCB 15 digit,484
2619,12/32,3570545529884445,JCB 15 digit,484
2620,12/32,3570545529884445,JCB 15 digit,484
2621,12/32,3570545529884445,JCB 15 digit,484
2622,02/26,30583872231963,VISA 16 digit,455
2623,04/25,371081084801696,American Express,466
2624,02/26,4565437825415527,JCB 16 digit,855
2625,02/26,4565437825415527,JCB 16 digit,855
2626,05/25,6549130321991770,JCB 16 digit,775
2627,05/25,6549130321991770,JCB 16 digit,775
2628,02/33,4014255248621530,VISA 19 digit,959
2629,02/33,4014255248621530,VISA 19 digit,959
2630,12/25,6011871265545663,Discover,272
2631,12/25,6011871265545663,Discover,272
2632,12/32,4683003901694224,Discover,834
2633,12/32,4683003901694224,Discover,834
2634,09/30,3581430109602003,JCB 16 digit,242
2635,09/30,3581430109602003,JCB 16 digit,242
2636,08/33,4638833095662744,VISA 13 digit,455
2637,08/33,4638833095662744,VISA 13 digit,455
2638,09/24,4133277508484090,Discover,806
2639,09/24,4133277508484090,Discover,806
2640,11/31,4465075183195,Diners Club / Carte Blanche,951
2641,07/33,2285056336112523,VISA 16 digit,5088
2642,07/33,2285056336112523,VISA 16 digit,5088
2643,02/27,503895833229,VISA 19 digit,185
2644,07/28,4271999477585209527,JCB 16 digit,717
2645,05/29,4097490535930431,JCB 16 digit,865
2646,03/28,38538709348432,JCB 16 digit,870
2647,06/32,4866695651039143,VISA 16 digit,9955
2648,11/29,675961920492,VISA 13 digit,175
2649,07/25,2258191334209139,Mastercard,201
2650,08/32,4840666639203,VISA 16 digit,9443
2651,08/32,4840666639203,VISA 16 digit,9443
2652,12/25,4184608238284046,American Express,377
2653,09/29,4269935050037345,JCB 15 digit,809
2654,07/32,675912080180,VISA 16 digit,3423
2655,05/32,30372797307508,VISA 16 digit,151
2656,01/32,4450005015950732,Discover,721
2657,09/31,213195852987503,Discover,322
2658,02/29,341908312916853,VISA 13 digit,586
2659,05/32,180007026404910,VISA 16 digit,904
2660,02/31,4952660851976697,JCB 16 digit,510
2661,12/24,4857771754780943245,VISA 16 digit,131
2662,12/30,3531060907894097,Mastercard,038
2663,08/32,38855016963400,Mastercard,140
2664,08/32,38855016963400,Mastercard,140
2665,08/32,38855016963400,Mastercard,140
2666,08/31,3558370883966928,Diners Club / Carte Blanche,368
2667,08/31,3558370883966928,Diners Club / Carte Blanche,368
2668,03/33,3598882566028398,VISA 19 digit,630
2669,03/33,3598882566028398,VISA 19 digit,630
2670,01/33,4360098523324947934,JCB 15 digit,828
2671,01/33,4360098523324947934,JCB 15 digit,828
2672,01/26,3559861012294991,VISA 19 digit,445
2673,01/26,3559861012294991,VISA 19 digit,445
2674,10/28,060488165923,VISA 16 digit,146
2675,10/28,060488165923,VISA 16 digit,146
2676,01/28,30358889668014,Maestro,0869
2677,01/28,30358889668014,Maestro,0869
2678,05/28,3543603016109174,JCB 16 digit,623
2679,05/28,3543603016109174,JCB 16 digit,623
2680,09/28,3591557319646301,VISA 13 digit,613
2681,09/28,3591557319646301,VISA 13 digit,613
2682,09/28,3591557319646301,VISA 13 digit,613
2683,09/28,3591557319646301,VISA 13 digit,613
2684,03/27,4681795008488341,Discover,637
2685,07/28,2262999422905275,VISA 16 digit,582
2686,10/29,3561362959039313,VISA 16 digit,6012
2687,01/29,6011253035090652,JCB 15 digit,266
2688,01/29,6011253035090652,JCB 15 digit,266
2689,01/34,3545176127831570,JCB 15 digit,967
2690,01/34,3545176127831570,JCB 15 digit,967
2691,09/28,639068332571,Mastercard,097
2692,09/28,639068332571,Mastercard,097
2693,09/28,639068332571,Mastercard,097
2694,07/29,343578573310431,JCB 16 digit,719
2695,07/29,343578573310431,JCB 16 digit,719
2696,07/29,343578573310431,JCB 16 digit,719
2697,07/29,4760522448183918,Maestro,575
2698,07/29,4760522448183918,Maestro,575
2699,07/29,4760522448183918,Maestro,575
2700,03/32,180065284716409,VISA 19 digit,348
2701,11/30,3596770811753682,Discover,714
2702,11/30,3596770811753682,Discover,714
2703,09/27,2320168304253135,VISA 16 digit,204
2704,09/27,2320168304253135,VISA 16 digit,204
2705,02/29,6011635948070823,VISA 16 digit,645
2706,02/29,6011635948070823,VISA 16 digit,645
2707,01/32,5248450716182413,JCB 16 digit,166
2708,08/26,4388581896967431852,VISA 16 digit,020
2709,04/28,4317955581149,Mastercard,723
2710,06/30,3580618039488730,JCB 16 digit,909
2711,02/30,3561062318703837,VISA 16 digit,536
2712,11/33,371298604482373,Maestro,560
2713,11/33,371298604482373,Maestro,560
2714,02/32,2720649483306295,American Express,642
2715,02/32,2720649483306295,American Express,642
2716,02/32,2720649483306295,American Express,642
2717,09/25,30218202970416,Maestro,162
2718,09/25,30218202970416,Maestro,162
2719,09/31,374404856373529,JCB 16 digit,058
2720,09/31,374404856373529,JCB 16 digit,058
2721,07/25,376907062984952,Maestro,839
2722,07/25,376907062984952,Maestro,839
2723,12/27,4314790297370388,VISA 13 digit,637
2724,12/27,4314790297370388,VISA 13 digit,637
2725,04/29,6011802739149600,American Express,094
2726,05/29,3596714433814365,VISA 13 digit,854
2727,08/33,6554767236490588,VISA 19 digit,139
2728,06/24,3527873413742600,JCB 15 digit,360
2729,11/25,4776563498247981,JCB 15 digit,756
2730,11/25,4776563498247981,JCB 15 digit,756
2731,06/26,2703100114504925,VISA 19 digit,1911
2732,06/26,2703100114504925,VISA 19 digit,1911
2733,08/27,3536035764965540,JCB 16 digit,524
2734,08/27,3536035764965540,JCB 16 digit,524
2735,01/33,6597483397854955,JCB 16 digit,709
2736,09/32,4922192346495465300,VISA 16 digit,180
2737,10/33,3528569645794109,Mastercard,112
2738,10/33,3528569645794109,Mastercard,112
2739,04/31,342469584727600,JCB 16 digit,1329
2740,08/28,6011962407608301,VISA 16 digit,308
2741,08/28,6011962407608301,VISA 16 digit,308
2742,08/28,6011962407608301,VISA 16 digit,308
2743,08/28,6011962407608301,VISA 16 digit,308
2744,08/28,6011962407608301,VISA 16 digit,308
2745,08/28,6011962407608301,VISA 16 digit,308
2746,08/28,6011962407608301,VISA 16 digit,308
2747,12/28,6500391125109913,VISA 19 digit,841
2748,12/28,6500391125109913,VISA 19 digit,841
2749,12/28,6500391125109913,VISA 19 digit,841
2750,12/28,6500391125109913,VISA 19 digit,841
2751,12/28,6500391125109913,VISA 19 digit,841
2752,12/28,6500391125109913,VISA 19 digit,841
2753,12/28,6500391125109913,VISA 19 digit,841
2754,03/26,36526013167558,Discover,859
2755,03/26,36526013167558,Discover,859
2756,03/26,36526013167558,Discover,859
2757,03/26,36526013167558,Discover,859
2758,03/26,36526013167558,Discover,859
2759,03/26,36526013167558,Discover,859
2760,03/26,36526013167558,Discover,859
2761,10/27,3501854511976985,JCB 15 digit,633
2762,10/27,3501854511976985,JCB 15 digit,633
2763,10/27,3501854511976985,JCB 15 digit,633
2764,06/24,3563862775337229,JCB 15 digit,9852
2765,06/24,3563862775337229,JCB 15 digit,9852
2766,06/24,3563862775337229,JCB 15 digit,9852
2767,02/27,501872962052,Diners Club / Carte Blanche,707
2768,02/27,501872962052,Diners Club / Carte Blanche,707
2769,09/31,4690000930093,JCB 16 digit,167
2770,02/28,4673960645928766,VISA 16 digit,174
2771,01/26,213175595654305,Discover,009
2772,01/26,213175595654305,Discover,009
2773,06/30,38417794727679,Diners Club / Carte Blanche,572
2774,06/30,38417794727679,Diners Club / Carte Blanche,572
2775,06/33,213176124752339,VISA 13 digit,972
2776,12/32,3552148291159781,JCB 16 digit,617
2777,06/27,4546665367974758,JCB 16 digit,025
2778,06/27,4546665367974758,JCB 16 digit,025
2779,06/27,4546665367974758,JCB 16 digit,025
2780,,,,
2781,01/31,347955590068901,American Express,9047
2782,05/24,343649736985532,JCB 16 digit,210
2783,03/27,4493171085059272,Discover,926
2784,03/28,30440476428620,Diners Club / Carte Blanche,326
2785,03/27,4257135857214023,VISA 13 digit,319
2786,03/26,3557108233079146,Diners Club / Carte Blanche,462
2787,03/29,4731085304687,Maestro,234
2788,02/24,30348429095984,Maestro,090
2789,11/28,583363079141,VISA 16 digit,175
2790,02/28,4646486231594372476,VISA 16 digit,903
2791,11/33,370853351088624,JCB 16 digit,707
2792,01/29,4926509484375595950,JCB 16 digit,796
2793,01/29,4926509484375595950,JCB 16 digit,796
2794,,,,
2795,,,,
2796,12/33,5325650322064055,JCB 16 digit,033
2797,11/29,2543228377004806,American Express,155
2798,02/24,5404423014642248,JCB 15 digit,382
2799,02/24,5404423014642248,JCB 15 digit,382
2800,02/24,5404423014642248,JCB 15 digit,382
2801,02/27,372593213145331,JCB 15 digit,363
2802,06/24,6011837362170929,JCB 16 digit,490
2803,12/24,4769056801935,Discover,302
2804,08/26,4221569044088441497,Maestro,390
2805,08/26,4221569044088441497,Maestro,390
2806,09/30,3531579988022344,VISA 19 digit,234
2807,09/30,3531579988022344,VISA 19 digit,234
2808,07/27,630474022815,American Express,558
2809,03/26,30535320384422,VISA 16 digit,131
2810,03/26,30535320384422,VISA 16 digit,131
2811,03/26,30535320384422,VISA 16 digit,131
2812,09/29,6011856913495379,JCB 16 digit,352
2813,09/29,6011856913495379,JCB 16 digit,352
2814,09/29,6011856913495379,JCB 16 digit,352
2815,04/33,370398902032960,VISA 13 digit,392
2816,04/33,370398902032960,VISA 13 digit,392
2817,04/24,4528216039989648534,VISA 16 digit,926
2818,06/30,4875437242318515,VISA 13 digit,526
2819,02/32,373645311441969,American Express,116
2820,02/32,373645311441969,American Express,116
2821,08/31,342466270377203,VISA 19 digit,285
2822,08/31,342466270377203,VISA 19 digit,285
2823,03/27,2227161436350733,Maestro,867
2824,01/29,377675320937570,Maestro,528
2825,09/28,2264233819370036,JCB 15 digit,191
2826,09/28,2264233819370036,JCB 15 digit,191
2827,04/24,38158002509687,VISA 13 digit,842
2828,07/30,3565745175623504,Diners Club / Carte Blanche,981
2829,,,,
2830,11/24,3527458475816110,Discover,145
2831,12/26,3573257741937848,Mastercard,062
2832,07/32,4450843922857008,Maestro,177
2833,02/28,348619338075441,VISA 13 digit,212
2834,02/28,348619338075441,VISA 13 digit,212
2835,12/25,3519636288199911,American Express,081
2836,05/25,5269634765586558,JCB 16 digit,408
2837,05/29,4699997223511,Diners Club / Carte Blanche,462
2838,06/24,4234880372546,JCB 15 digit,138
2839,05/26,4484350611067618,VISA 19 digit,808
2840,04/28,36597047676799,JCB 16 digit,278
2841,06/33,213111057693945,VISA 16 digit,644
2842,06/33,213111057693945,VISA 16 digit,644
2843,03/25,3550647438395622,JCB 15 digit,052
2844,03/25,3550647438395622,JCB 15 digit,052
2845,01/31,4520591013803,JCB 16 digit,970
2846,01/32,4120654995800852,American Express,620
2847,12/26,6011083484486121,JCB 16 digit,856
2848,12/26,6011083484486121,JCB 16 digit,856
2849,03/31,4967111938952114,Mastercard,6210
2850,03/33,4712996803498935914,VISA 19 digit,1429
2851,03/30,4971772406870,Maestro,467
2852,11/26,344397244164039,VISA 19 digit,260
2853,06/33,6011108632498940,Mastercard,1604
2854,12/33,30208786059322,VISA 19 digit,804
2855,10/24,4820968549644639,JCB 15 digit,840
2856,06/25,3598712133393357,VISA 16 digit,223
2857,03/26,3565224810290277,VISA 19 digit,596
2858,07/29,503836126303,VISA 13 digit,616
2859,08/33,676120232621,Discover,191
2860,02/27,4333202111723658,VISA 16 digit,006
2861,12/26,4465194480515973,JCB 15 digit,089
2862,02/26,213161085026535,VISA 13 digit,851
2863,10/29,4838034016351,Diners Club / Carte Blanche,666
2864,10/30,36008469267307,JCB 16 digit,722
2865,02/29,3508786527121300,VISA 16 digit,518
2866,11/29,30518039799650,Mastercard,968
2867,04/25,676145032071,VISA 16 digit,994
2868,04/25,676145032071,VISA 16 digit,994
2869,04/25,676145032071,VISA 16 digit,994
2870,04/24,4181958189309160338,JCB 16 digit,440
2871,02/30,3595989483268164,Discover,8659
2872,02/25,4713622540352653635,American Express,801
2873,12/26,213184671385750,Diners Club / Carte Blanche,142
2874,04/25,370401401502473,VISA 16 digit,363
2875,,,,
2876,11/29,3592010785131068,VISA 13 digit,931
2877,09/27,4115477761757347,VISA 16 digit,746
2878,07/25,375432979434414,Mastercard,904
2879,12/32,30440482202050,Mastercard,789
2880,10/31,213169488570611,JCB 16 digit,805
2881,10/31,213169488570611,JCB 16 digit,805
2882,11/33,4767278737027533241,JCB 15 digit,534
2883,11/33,4767278737027533241,JCB 15 digit,534
2884,01/31,4633232365963319,JCB 16 digit,218
2885,01/31,4633232365963319,JCB 16 digit,218
2886,04/24,4818184559815255819,VISA 19 digit,183
2887,04/24,4818184559815255819,VISA 19 digit,183
2888,02/30,30072098123097,Maestro,500
2889,07/31,2251647667254684,JCB 15 digit,7485
2890,07/31,2251647667254684,JCB 15 digit,7485
2891,04/33,4052706848238,JCB 15 digit,821
2892,04/33,4052706848238,JCB 15 digit,821
2893,07/28,3594601787267716,Maestro,495
2894,06/28,4611851510732174,Mastercard,043
2895,02/27,3589259103374067,JCB 16 digit,878
2896,06/32,4788257347654,JCB 16 digit,114
2897,08/28,341880245594067,VISA 16 digit,775
2898,02/27,4693390086826806,VISA 16 digit,385
2899,03/28,4802760470822090,JCB 15 digit,383
2900,03/28,4802760470822090,JCB 15 digit,383
2901,10/32,3508154608126211,VISA 16 digit,023
2902,10/32,3508154608126211,VISA 16 digit,023
2903,04/33,4039107069342798,JCB 16 digit,213
2904,04/33,4039107069342798,JCB 16 digit,213
2905,04/33,4039107069342798,JCB 16 digit,213
2906,04/33,4039107069342798,JCB 16 digit,213
2907,09/33,6011828903239109,American Express,828
2908,09/33,6011828903239109,American Express,828
2909,09/33,6011828903239109,American Express,828
2910,09/33,6011828903239109,American Express,828
2911,12/27,4394691271122444,VISA 16 digit,236
2912,03/24,180097158365880,Discover,085
2913,07/29,4923597150191,Maestro,060
2914,07/32,370900426200039,JCB 15 digit,2250
2915,08/31,565214954051,JCB 16 digit,4566
2916,10/31,4713959099062421,VISA 19 digit,270
2917,04/25,30070919275757,JCB 16 digit,282
2918,11/32,2718192150814766,VISA 16 digit,151
2919,05/28,180004370890364,JCB 16 digit,040
2920,01/26,30596727122955,American Express,888
2921,06/27,2718986312970105,VISA 16 digit,247
2922,05/24,180009799300986,Diners Club / Carte Blanche,381
2923,02/31,36190938183537,Maestro,758
2924,09/32,3507533220870515,JCB 16 digit,820
2925,,,,
2926,10/25,4140254388077,Maestro,510
2927,03/25,4579348427624768,Mastercard,162
2928,05/27,3518207756340154,Maestro,145
2929,05/27,3518207756340154,Maestro,145
2930,05/27,3518207756340154,Maestro,145
2931,02/33,6518671353231244,JCB 16 digit,175
2932,02/33,6518671353231244,JCB 16 digit,175
2933,02/33,6518671353231244,JCB 16 digit,175
2934,05/29,3535749892707258,American Express,692
2935,05/29,3535749892707258,American Express,692
2936,05/29,3535749892707258,American Express,692
2937,08/31,4383989958803150,VISA 16 digit,531
2938,08/31,4383989958803150,VISA 16 digit,531
2939,08/31,4383989958803150,VISA 16 digit,531
2940,08/28,4508535096846237,VISA 19 digit,527
2941,08/28,4508535096846237,VISA 19 digit,527
2942,,,,
2943,,,,
2944,04/26,4834237476328317,VISA 19 digit,601
2945,04/26,4834237476328317,VISA 19 digit,601
2946,03/28,3517113708596938,VISA 16 digit,7263
2947,03/28,3517113708596938,VISA 16 digit,7263
2948,06/30,3578125864676086,VISA 16 digit,662
2949,06/30,3578125864676086,VISA 16 digit,662
2950,01/33,639022484039,VISA 16 digit,186
2951,01/33,639022484039,VISA 16 digit,186
2952,09/26,213146388012597,VISA 13 digit,668
2953,09/26,213146388012597,VISA 13 digit,668
2954,10/31,4600979244647922,Discover,496
2955,10/31,4600979244647922,Discover,496
2956,03/29,374428981563589,VISA 16 digit,948
2957,03/29,374428981563589,VISA 16 digit,948
2958,12/26,3545140993909647,Maestro,979
2959,05/31,4718428325404,JCB 16 digit,401
2960,06/24,2296698285686291,Diners Club / Carte Blanche,059
2961,11/28,3538268327138820,VISA 16 digit,778
2962,11/28,3538268327138820,VISA 16 digit,778
2963,10/31,6011141553423308,JCB 16 digit,429
2964,08/33,3565542740479854,American Express,4731
2965,07/27,30354127362619,JCB 16 digit,075
2966,08/26,377590558999871,Maestro,395
2967,,,,
2968,,,,
2969,10/31,3554934376644302,JCB 16 digit,142
2970,10/31,3554934376644302,JCB 16 digit,142
2971,08/31,3575053897693345,VISA 16 digit,772
2972,01/29,4663356588187,Diners Club / Carte Blanche,972
2973,01/29,4663356588187,Diners Club / Carte Blanche,972
2974,07/26,2718685361892224,JCB 16 digit,445
2975,07/26,2718685361892224,JCB 16 digit,445
2976,01/32,3511341426129577,VISA 19 digit,546
2977,11/27,3599383624989233,VISA 13 digit,271
2978,11/28,4056406336931997,Maestro,791
2979,04/32,5483908127615143,VISA 16 digit,102
2980,03/24,6501736774143887,VISA 13 digit,175
2981,11/30,4929336688031085,Maestro,825
2982,,,,
2983,11/25,6011354710640439,JCB 16 digit,873
2984,12/25,4121156802183,JCB 15 digit,957
2985,12/29,676351234445,JCB 16 digit,261
2986,12/29,676351234445,JCB 16 digit,261
2987,12/25,3534828222825880,JCB 15 digit,593
2988,12/25,3534828222825880,JCB 15 digit,593
2989,,,,
2990,,,,
2991,07/26,4427698518319163,JCB 16 digit,413
2992,08/24,4550000292961,Discover,630
2993,01/31,4951563666676,VISA 16 digit,631
2994,,,,
2995,08/25,4287221072654,VISA 13 digit,507
2996,08/25,4287221072654,VISA 13 digit,507
2997,05/31,4642057320140363168,JCB 16 digit,551
2998,05/31,4642057320140363168,JCB 16 digit,551
2999,03/32,30109954128305,JCB 16 digit,320
3000,03/32,30109954128305,JCB 16 digit,320
3001,06/32,4553614568892211,VISA 16 digit,856
3002,06/32,4553614568892211,VISA 16 digit,856
3003,03/25,4680736503679860,Discover,786
3004,02/28,4174803070200984,VISA 19 digit,607
3005,03/33,5371296180656203,Discover,574
3006,03/33,5371296180656203,Discover,574
3007,03/33,5371296180656203,Discover,574
3008,01/30,30454245723237,VISA 13 digit,013
3009,01/30,30454245723237,VISA 13 digit,013
3010,01/30,30454245723237,VISA 13 digit,013
3011,02/26,4012824128073229,JCB 15 digit,455
3012,05/29,4312293395905298,VISA 16 digit,817
3013,05/31,180058457632677,VISA 13 digit,8777
3014,05/31,180058457632677,VISA 13 digit,8777
3015,05/31,180058457632677,VISA 13 digit,8777
3016,05/31,180058457632677,VISA 13 digit,8777
3017,10/26,4345367501485014,VISA 16 digit,8368
3018,10/26,4345367501485014,VISA 16 digit,8368
3019,10/26,4345367501485014,VISA 16 digit,8368
3020,10/26,4345367501485014,VISA 16 digit,8368
3021,10/28,2649801903370868,VISA 13 digit,716
3022,10/28,2649801903370868,VISA 13 digit,716
3023,10/28,2649801903370868,VISA 13 digit,716
3024,10/28,2649801903370868,VISA 13 digit,716
3025,05/27,3567122758058391,American Express,118
3026,07/31,4005568891234482959,VISA 13 digit,901
3027,05/33,6011934748140914,VISA 13 digit,067
3028,01/26,676388977156,American Express,080
3029,01/26,676388977156,American Express,080
3030,01/26,676388977156,American Express,080
3031,12/26,377944599391210,JCB 16 digit,147
3032,12/26,377944599391210,JCB 16 digit,147
3033,03/27,376679382790647,JCB 16 digit,061
3034,02/32,630450562032,JCB 15 digit,338
3035,02/32,630450562032,JCB 15 digit,338
3036,07/26,3542265516366174,Diners Club / Carte Blanche,587
3037,07/26,3542265516366174,Diners Club / Carte Blanche,587
3038,12/30,6539944281731493,VISA 13 digit,210
3039,12/30,6539944281731493,VISA 13 digit,210
3040,02/31,213107682781972,VISA 19 digit,050
3041,08/24,4430247237878752753,Discover,908
3042,08/24,4430247237878752753,Discover,908
3043,,,,
3044,,,,
3045,03/31,3503042530752805,VISA 16 digit,4435
3046,03/31,3503042530752805,VISA 16 digit,4435
3047,03/31,3503042530752805,VISA 16 digit,4435
3048,03/31,3503042530752805,VISA 16 digit,4435
3049,08/27,4115256444425,JCB 16 digit,162
3050,,,,
3051,10/32,4393076367353,VISA 16 digit,912
3052,10/32,4393076367353,VISA 16 digit,912
3053,10/32,4393076367353,VISA 16 digit,912
3054,05/26,30591040349138,Maestro,708
3055,05/26,30591040349138,Maestro,708
3056,05/26,30591040349138,Maestro,708
3057,10/25,213149655220729,Diners Club / Carte Blanche,704
3058,05/27,372637123391921,Diners Club / Carte Blanche,613
3059,10/25,3532320924318218,VISA 19 digit,078
3060,04/33,676241850905,Mastercard,092
3061,04/33,676241850905,Mastercard,092
3062,04/33,676241850905,Mastercard,092
3063,07/32,4336985683448227989,VISA 16 digit,158
3064,01/25,4770628118527,Diners Club / Carte Blanche,965
3065,02/30,213195949485057,VISA 19 digit,146
3066,10/32,2707644545395284,JCB 15 digit,745
3067,11/24,4320550982981366,Maestro,642
3068,10/29,3568429044908357,VISA 16 digit,562
3069,10/29,3568429044908357,VISA 16 digit,562
3070,10/29,3568429044908357,VISA 16 digit,562
3071,05/30,4628887685057774,Diners Club / Carte Blanche,419
3072,05/30,4628887685057774,Diners Club / Carte Blanche,419
3073,05/30,4628887685057774,Diners Club / Carte Blanche,419
3074,09/32,3544549140985279,JCB 16 digit,1211
3075,09/32,3544549140985279,JCB 16 digit,1211
3076,09/32,3544549140985279,JCB 16 digit,1211
3077,12/26,6011477134529761,Maestro,621
3078,12/26,6011477134529761,Maestro,621
3079,12/26,6011477134529761,Maestro,621
3080,10/28,6525543903142729,VISA 13 digit,771
3081,10/28,6525543903142729,VISA 13 digit,771
3082,10/28,6525543903142729,VISA 13 digit,771
3083,10/28,6525543903142729,VISA 13 digit,771
3084,,,,
3085,,,,
3086,,,,
3087,,,,
3088,09/32,379751368851565,American Express,052
3089,02/31,4053640460538904,Maestro,151
3090,04/25,4900840983826,Diners Club / Carte Blanche,417
3091,10/26,4470430475636702,VISA 13 digit,862
3092,12/24,4618297397187871,American Express,466
3093,02/29,30577271918550,Diners Club / Carte Blanche,4595
3094,07/26,4848358917894,American Express,097
3095,11/24,213131577270974,American Express,680
3096,06/33,180072453684202,American Express,249
3097,02/30,6535582273496842,JCB 15 digit,678
3098,08/27,4550946231610,VISA 16 digit,717
3099,03/26,3522792439482162,American Express,861
3100,12/27,30491627931137,American Express,7984
3101,06/31,2559691350054968,JCB 16 digit,515
3102,,,,
3103,04/27,6011137661988117,JCB 16 digit,837
3104,09/30,4301519113999922076,JCB 16 digit,159
3105,09/33,2720175600973825,Diners Club / Carte Blanche,869
3106,09/33,2720175600973825,Diners Club / Carte Blanche,869
3107,11/24,343227259262389,Discover,067
3108,11/24,343227259262389,Discover,067
3109,01/30,30458973224490,VISA 19 digit,740
3110,05/29,676328478356,Discover,226
3111,,,,
3112,11/25,373618062966849,Diners Club / Carte Blanche,306
3113,10/26,4099888307753261,JCB 15 digit,857
3114,06/31,630495223830,Diners Club / Carte Blanche,319
3115,03/31,563024705052,JCB 16 digit,639
3116,07/30,4366893816929228682,JCB 16 digit,151
3117,04/27,30044261209086,VISA 19 digit,595
3118,04/27,30044261209086,VISA 19 digit,595
3119,,,,
3120,,,,
3121,07/32,2713032790901778,JCB 16 digit,105
3122,07/32,2713032790901778,JCB 16 digit,105
3123,01/27,639080671709,American Express,377
3124,01/27,639080671709,American Express,377
3125,01/27,639080671709,American Express,377
3126,02/29,2436645225465733,VISA 16 digit,322
3127,02/29,2436645225465733,VISA 16 digit,322
3128,02/29,2436645225465733,VISA 16 digit,322
3129,,,,
3130,,,,
3131,,,,
3132,,,,
3133,12/33,3571999979723737,American Express,495
3134,12/33,3571999979723737,American Express,495
3135,12/33,3571999979723737,American Express,495
3136,11/30,30579749508674,Mastercard,494
3137,11/30,30579749508674,Mastercard,494
3138,11/33,4346545191921047,JCB 15 digit,550
3139,09/27,213151167364821,Discover,415
3140,09/27,213151167364821,Discover,415
3141,08/28,4160428873555008,Maestro,999
3142,08/26,503897634708,VISA 13 digit,473
3143,08/26,503897634708,VISA 13 digit,473
3144,02/29,180071872548618,VISA 16 digit,043
3145,02/29,180071872548618,VISA 16 digit,043
3146,02/29,180071872548618,VISA 16 digit,043
3147,02/24,630443760669,JCB 16 digit,833
3148,02/24,630443760669,JCB 16 digit,833
3149,02/24,4989048912555909753,Mastercard,261
3150,11/26,501850542132,VISA 16 digit,167
3151,,,,
3152,,,,
3153,03/27,4317125845704035,Maestro,9140
3154,03/27,4317125845704035,Maestro,9140
3155,03/27,4317125845704035,Maestro,9140
3156,01/27,4010431938014948,Mastercard,872
3157,01/27,4010431938014948,Mastercard,872
3158,01/27,4010431938014948,Mastercard,872
3159,07/33,5405888722004395,JCB 16 digit,160
3160,07/33,5405888722004395,JCB 16 digit,160
3161,07/33,5405888722004395,JCB 16 digit,160
3162,08/30,4420087308939520,VISA 19 digit,029
3163,08/30,4420087308939520,VISA 19 digit,029
3164,06/29,4411065119616543604,JCB 16 digit,630
3165,06/29,4411065119616543604,JCB 16 digit,630
3166,10/28,180087511305087,VISA 19 digit,370
3167,10/28,180087511305087,VISA 19 digit,370
3168,03/26,4646556815291276,VISA 13 digit,296
3169,03/26,4646556815291276,VISA 13 digit,296
3170,05/30,4873878913098443,American Express,734
3171,05/30,4873878913098443,American Express,734
3172,03/32,4657099075619981,JCB 16 digit,743
3173,03/29,180077189045529,VISA 19 digit,461
3174,07/28,3556205554373503,VISA 13 digit,469
3175,01/29,374897402336975,Discover,665
3176,01/29,374897402336975,Discover,665
3177,01/29,374897402336975,Discover,665
3178,01/29,374897402336975,Discover,665
3179,01/29,374897402336975,Discover,665
3180,04/29,4902202572902750,VISA 16 digit,810
3181,04/29,4902202572902750,VISA 16 digit,810
3182,04/29,4902202572902750,VISA 16 digit,810
